pep length_3,pep length_4,pep length_5,pep length_8,pep length_9,pep length_10,APBS_Ligand,CHARMM,ElectDD,PLANTS_CHEMPLP,PLANTS_CHEMPLP_NORM_WEIGHT,PLANTS_CHEMPLP_RB_PEN_NORM_CRT_HEVATOMS,PLANTS_CHEMPLP_NORM_CONTACT,RPScore_Norm_LigContacts,RPScore_LigContacts,RPScore_RecContacts,XS_HPScore,XS_HSScore,DPSA1,PPSA1,MOMI-Z,PBF,PNSA1:nrb,WNSA2:nrb,RNCS:nrb,RPCS:nha,RPCS:nrb,MOMI-Z:nrb,Region 1,psi_prob
1,0,0,0,0,0,-486.328339,-26.082762,-29.341722,-67.269203,-0.180171,-13.9306,-2.40247,-1.403334,3,17,5.67,5.48,-44.326878241941245,256.5047225653565,2206.1111056335303,0.9321648822037836,20.055440053819847,-56.688596036342624,17.788466439696865,0.115854430905693,0.2008143469032012,147.07407370890203,0.0,0.0005072796173889
1,0,0,0,0,0,-494.960663,-24.174364,3.233174,-62.266499,-0.166772,-12.2419,-2.2238,-1.366667,3,18,5.49,5.46,-51.36769966964471,256.8230362059772,2369.93623207426,0.8907556497490008,20.546049058374795,-58.87535134380055,24.24177685699457,6.7248231030259085,11.656360045244908,157.99574880495064,0.0,0.0037460768356393
1,0,0,0,0,0,-651.814514,-43.957279,18.858809,-62.2985,-0.166857,-12.2527,-2.14822,-1.723333,3,19,5.51,5.58,45.78026356592352,305.4701805510788,2436.5913121431627,0.8000437168350432,17.312661132343685,-49.62282413344787,12.35274389259181,6.182413721967436,10.716183784743556,162.43942080954417,0.0,0.0010852539552993
1,0,0,0,0,0,-587.804871,477.697998,-1.662033,-63.671398,-0.170534,-12.7161,-2.27398,-1.29,3,16,5.39,5.37,21.32451785494021,289.0998033767426,2022.0910851395809,0.8654007081897611,17.851685701453494,-50.41771744389949,22.47709915805288,7.346224141520081,12.733455178634808,134.8060723426387,0.0,0.001629875996455
1,0,0,0,0,0,-597.484802,-37.066479,-23.154121,-62.8862,-0.168431,-12.4511,-2.24594,-2.163333,3,17,5.44,5.43,-2.8586966599123684,278.5798681835,2187.7272786505514,0.8973077659411298,18.76257098956082,-53.28939967767924,12.623241934035429,7.6305941082886,13.226363121033572,145.8484852433701,0.0,0.0015732762752865
1,0,0,0,0,0,-605.670715,-38.807983,-0.770583,-63.3008,-0.169542,-12.591,-2.34447,-1.186667,3,18,5.67,5.49,-14.65970106590862,276.70803943388927,2009.027583358567,0.7948294049242596,19.424516033319858,-55.96321263922875,27.977226000739748,4.265549501527788,7.3936191359815,133.93517222390446,0.0,0.0004839999857015
1,0,0,0,0,0,-587.028992,44.892197,3.879334,-61.292301,-0.164162,-11.913,-2.27008,-1.5,3,18,5.55,5.38,-33.1854615380492,271.57822177705225,2730.428176634797,0.7591663264137632,20.31757888767343,-59.38794664882474,25.388173318350848,8.099277942407086,14.038748433505615,182.0285451089865,0.0,0.0035765518164214
1,0,0,0,0,0,-590.060791,-9.952168,-22.456751,-60.531399,-0.162124,-11.6562,-2.2419,-1.623333,3,18,5.46,5.36,0.3580235684190711,273.3405864258302,2249.196116567512,0.8298035764180843,18.19883752382741,-50.424245459206496,15.31534148935523,8.083479610919946,14.011364658927906,149.94640777116746,0.0,0.0007549815132311
1,0,0,0,0,0,-593.619507,203.860718,-30.376678,-66.813202,-0.178949,-13.7766,-2.38619,-1.45,3,17,5.71,5.48,-56.5832152051438,261.8946434449449,2543.43850232164,1.072932001224932,21.231857243339245,-62.494380924591965,26.534569779707123,8.251995146782772,14.303458254423472,169.56256682144266,0.0,0.0033658731022881
1,0,0,0,0,0,-655.939026,-8.502267,9.181697,-62.856499,-0.168352,-12.441,-2.24487,-1.446667,3,17,5.43,5.32,13.361711500609545,282.277876719046,2355.683420745389,0.739369065735511,17.927744347895764,-50.11599096233205,29.34259706707419,4.02857452922069,6.982862517315863,157.04556138302593,0.0,0.0029150522610169
1,0,0,0,0,0,-582.26239,-28.258415,-32.380882,-56.6105,-0.151623,-10.3327,-1.95209,-1.57,3,18,5.35,5.41,0.4532986340751677,291.32986710085066,2384.146050391308,0.8878960153598912,19.39177123111837,-57.25858852416772,24.434989743740008,7.177708605657255,12.441361583139242,158.9430700260872,1.0,0.0077302795560588
1,0,0,0,0,0,-549.040161,383.328156,11.004066,-55.359001,-0.148271,-9.91024,-2.05033,-1.216667,3,18,5.36,5.25,-44.61774768626907,267.0806803693779,2443.84136721343,1.0318273775548217,20.779895203709795,-60.99614059262353,30.33442321903412,6.050760959574604,10.487985663262648,162.92275781422867,0.0,0.0016338726702086
1,0,0,0,0,0,-493.40802,-8.86872,-11.756662,-60.0481,-0.16083,-11.4931,-2.14458,-1.03,3,18,5.55,5.4,-43.30403122948337,263.63874359183217,2109.6111870596155,0.974877365603844,20.46285165475437,-59.21476547458565,20.17142537622396,0.0,0.0,140.64074580397437,0.0,0.000445172505949
